,filename,source,subset,class,pred
1,IMG20220324113314.jpg,tomato_village,test,healthy,leaf_miner
20,IMG20220325142117.jpg,tomato_village,test,healthy,healthy
23,IMG20220323103145.jpg,tomato_village,test,healthy,leaf_miner
24,IMG20220323103935.jpg,tomato_village,test,healthy,healthy
40,IMG20220324110914.jpg,tomato_village,test,healthy,healthy
41,IMG20220324111038.jpg,tomato_village,test,healthy,leaf_miner
43,IMG20220324112339.jpg,tomato_village,test,healthy,leaf_miner
50,IMG20220324112848.jpg,tomato_village,test,healthy,leaf_miner
53,IMG20220324113224.jpg,tomato_village,test,healthy,leaf_miner
55,IMG20220324113331.jpg,tomato_village,test,healthy,leaf_miner
56,IMG20220324113410.jpg,tomato_village,test,healthy,healthy
58,IMG20220324113538.jpg,tomato_village,test,healthy,leaf_miner
61,IMG20220324114315.jpg,tomato_village,test,healthy,leaf_miner
62,IMG20220324114318.jpg,tomato_village,test,healthy,leaf_miner
71,IMG20220324114813.jpg,tomato_village,test,healthy,healthy
74,IMG20220324114934.jpg,tomato_village,test,healthy,healthy
76,IMG20220324115126.jpg,tomato_village,test,healthy,healthy
78,IMG20220324115605.jpg,tomato_village,test,healthy,leaf_miner
79,IMG20220324115705.jpg,tomato_village,test,healthy,healthy
82,IMG20220324115920.jpg,tomato_village,test,healthy,leaf_miner
84,IMG20220324120641.jpg,tomato_village,test,healthy,leaf_miner
88,IMG20220324121240.jpg,tomato_village,test,healthy,leaf_miner
89,IMG20220324121832.jpg,tomato_village,test,healthy,leaf_miner
92,IMG20220324175658.jpg,tomato_village,test,healthy,leaf_miner
95,IMG20220324183800.jpg,tomato_village,test,healthy,leaf_miner
96,IMG20220325104904.jpg,tomato_village,test,healthy,magnesium_deficiency
100,IMG20220325110002.jpg,tomato_village,test,healthy,leaf_miner
103,IMG20220325111940.jpg,tomato_village,test,healthy,leaf_miner
104,IMG20220325113209.jpg,tomato_village,test,healthy,leaf_miner
105,IMG20220325113720.jpg,tomato_village,test,healthy,leaf_miner
108,IMG20220325114114.jpg,tomato_village,test,healthy,healthy
109,IMG20220325114117.jpg,tomato_village,test,healthy,healthy
113,IMG20220325114156.jpg,tomato_village,test,healthy,leaf_miner
114,IMG20220325114222.jpg,tomato_village,test,healthy,healthy
117,IMG20220325114623.jpg,tomato_village,test,healthy,leaf_miner
121,IMG20220325120421.jpg,tomato_village,test,healthy,leaf_miner
122,IMG20220325120423.jpg,tomato_village,test,healthy,leaf_miner
123,IMG20220325120556.jpg,tomato_village,test,healthy,healthy
140,IMG20220325134620.jpg,tomato_village,test,healthy,leaf_miner
141,IMG20220325134946.jpg,tomato_village,test,healthy,healthy
144,IMG20220325135221.jpg,tomato_village,test,healthy,healthy
145,IMG20220325135226.jpg,tomato_village,test,healthy,healthy
147,IMG20220325135452.jpg,tomato_village,test,healthy,healthy
152,IMG20220325140955.jpg,tomato_village,test,healthy,healthy
154,IMG20220325141235.jpg,tomato_village,test,healthy,leaf_miner
158,IMG20220325141445.jpg,tomato_village,test,healthy,healthy
163,IMG20220325142045.jpg,tomato_village,test,healthy,leaf_miner
165,IMG20220325142353.jpg,tomato_village,test,healthy,healthy
166,IMG20220325142359.jpg,tomato_village,test,healthy,healthy
