,filename,source,subset,class
0,IMG20220324112244.jpg,tomato_village,train,healthy
1,IMG20220324113314.jpg,tomato_village,train,healthy
2,IMG20220324114017.jpg,tomato_village,train,healthy
3,IMG20220324120217.jpg,tomato_village,train,healthy
4,IMG20220324120941.jpg,tomato_village,train,healthy
5,IMG20220324122505.jpg,tomato_village,train,healthy
6,IMG20220324175609.jpg,tomato_village,train,healthy
7,IMG20220324183255.jpg,tomato_village,train,healthy
8,IMG20220324183802.jpg,tomato_village,test,healthy
9,IMG20220325120607.jpg,tomato_village,train,healthy
10,IMG20220325133850.jpg,tomato_village,train,healthy
11,IMG20220325133916.jpg,tomato_village,test,healthy
12,IMG20220325134430.jpg,tomato_village,train,healthy
13,IMG20220325134642.jpg,tomato_village,train,healthy
14,IMG20220325135027.jpg,tomato_village,train,healthy
15,IMG20220325135437.jpg,tomato_village,test,healthy
16,IMG20220325135822.jpg,tomato_village,test,healthy
17,IMG20220325141047.jpg,tomato_village,train,healthy
18,IMG20220325141447.jpg,tomato_village,test,healthy
19,IMG20220325141837.jpg,tomato_village,test,healthy
20,IMG20220325142117.jpg,tomato_village,train,healthy
21,IMG20220325142503.jpg,tomato_village,test,healthy
22,IMG20220323101005.jpg,tomato_village,train,healthy
23,IMG20220323103145.jpg,tomato_village,train,healthy
24,IMG20220323103935.jpg,tomato_village,test,healthy
25,IMG20220323103951.jpg,tomato_village,train,healthy
26,IMG20220323104902.jpg,tomato_village,test,healthy
27,IMG20220323105056.jpg,tomato_village,train,healthy
28,IMG20220323105143.jpg,tomato_village,train,healthy
29,IMG20220323111532.jpg,tomato_village,train,healthy
30,IMG20220323111643.jpg,tomato_village,train,healthy
31,IMG20220323124837.jpg,tomato_village,test,healthy
32,IMG20220324105003.jpg,tomato_village,test,healthy
33,IMG20220324105039.jpg,tomato_village,test,healthy
34,IMG20220324105317.jpg,tomato_village,test,healthy
35,IMG20220324110529.jpg,tomato_village,train,healthy
36,IMG20220324110809.jpg,tomato_village,train,healthy
37,IMG20220324110810.jpg,tomato_village,test,healthy
38,IMG20220324110814.jpg,tomato_village,test,healthy
39,IMG20220324110910.jpg,tomato_village,train,healthy
40,IMG20220324110914.jpg,tomato_village,train,healthy
41,IMG20220324111038.jpg,tomato_village,train,healthy
42,IMG20220324112335.jpg,tomato_village,train,healthy
43,IMG20220324112339.jpg,tomato_village,train,healthy
44,IMG20220324112350.jpg,tomato_village,train,healthy
45,IMG20220324112508.jpg,tomato_village,train,healthy
46,IMG20220324112527.jpg,tomato_village,test,healthy
47,IMG20220324112530.jpg,tomato_village,train,healthy
48,IMG20220324112649.jpg,tomato_village,train,healthy
49,IMG20220324112837.jpg,tomato_village,train,healthy
50,IMG20220324112848.jpg,tomato_village,train,healthy
51,IMG20220324113012.jpg,tomato_village,train,healthy
52,IMG20220324113216.jpg,tomato_village,test,healthy
53,IMG20220324113224.jpg,tomato_village,test,healthy
54,IMG20220324113228.jpg,tomato_village,train,healthy
55,IMG20220324113331.jpg,tomato_village,train,healthy
56,IMG20220324113410.jpg,tomato_village,train,healthy
57,IMG20220324113534.jpg,tomato_village,train,healthy
58,IMG20220324113538.jpg,tomato_village,train,healthy
59,IMG20220324113702.jpg,tomato_village,train,healthy
60,IMG20220324113744.jpg,tomato_village,test,healthy
61,IMG20220324114315.jpg,tomato_village,test,healthy
62,IMG20220324114318.jpg,tomato_village,train,healthy
63,IMG20220324114324.jpg,tomato_village,train,healthy
64,IMG20220324114327.jpg,tomato_village,train,healthy
65,IMG20220324114331.jpg,tomato_village,train,healthy
66,IMG20220324114428.jpg,tomato_village,train,healthy
67,IMG20220324114626.jpg,tomato_village,test,healthy
68,IMG20220324114650.jpg,tomato_village,train,healthy
69,IMG20220324114804.jpg,tomato_village,train,healthy
70,IMG20220324114807.jpg,tomato_village,train,healthy
71,IMG20220324114813.jpg,tomato_village,train,healthy
72,IMG20220324114911.jpg,tomato_village,train,healthy
73,IMG20220324114913.jpg,tomato_village,train,healthy
74,IMG20220324114934.jpg,tomato_village,train,healthy
75,IMG20220324115056.jpg,tomato_village,test,healthy
76,IMG20220324115126.jpg,tomato_village,train,healthy
77,IMG20220324115132.jpg,tomato_village,test,healthy
78,IMG20220324115605.jpg,tomato_village,test,healthy
79,IMG20220324115705.jpg,tomato_village,test,healthy
80,IMG20220324115841.jpg,tomato_village,train,healthy
81,IMG20220324115908.jpg,tomato_village,train,healthy
82,IMG20220324115920.jpg,tomato_village,train,healthy
83,IMG20220324120424.jpg,tomato_village,test,healthy
84,IMG20220324120641.jpg,tomato_village,test,healthy
85,IMG20220324120701.jpg,tomato_village,train,healthy
86,IMG20220324120936.jpg,tomato_village,train,healthy
87,IMG20220324121112.jpg,tomato_village,train,healthy
88,IMG20220324121240.jpg,tomato_village,train,healthy
89,IMG20220324121832.jpg,tomato_village,train,healthy
90,IMG20220324122031.jpg,tomato_village,train,healthy
91,IMG20220324175653.jpg,tomato_village,test,healthy
92,IMG20220324175658.jpg,tomato_village,train,healthy
93,IMG20220324181028.jpg,tomato_village,train,healthy
94,IMG20220324181032.jpg,tomato_village,train,healthy
95,IMG20220324183800.jpg,tomato_village,train,healthy
96,IMG20220325104904.jpg,tomato_village,train,healthy
97,IMG20220325105542.jpg,tomato_village,train,healthy
98,IMG20220325105627.jpg,tomato_village,train,healthy
99,IMG20220325105910.jpg,tomato_village,train,healthy
100,IMG20220325110002.jpg,tomato_village,train,healthy
101,IMG20220325110815.jpg,tomato_village,train,healthy
102,IMG20220325111530.jpg,tomato_village,test,healthy
103,IMG20220325111940.jpg,tomato_village,train,healthy
104,IMG20220325113209.jpg,tomato_village,train,healthy
105,IMG20220325113720.jpg,tomato_village,train,healthy
106,IMG20220325113822.jpg,tomato_village,train,healthy
107,IMG20220325113826.jpg,tomato_village,train,healthy
108,IMG20220325114114.jpg,tomato_village,train,healthy
109,IMG20220325114117.jpg,tomato_village,test,healthy
110,IMG20220325114131.jpg,tomato_village,test,healthy
111,IMG20220325114134.jpg,tomato_village,train,healthy
112,IMG20220325114153.jpg,tomato_village,train,healthy
113,IMG20220325114156.jpg,tomato_village,train,healthy
114,IMG20220325114222.jpg,tomato_village,train,healthy
115,IMG20220325114227.jpg,tomato_village,train,healthy
116,IMG20220325114231.jpg,tomato_village,train,healthy
117,IMG20220325114623.jpg,tomato_village,train,healthy
118,IMG20220325114626.jpg,tomato_village,test,healthy
119,IMG20220325115245.jpg,tomato_village,test,healthy
120,IMG20220325115449.jpg,tomato_village,train,healthy
121,IMG20220325120421.jpg,tomato_village,train,healthy
122,IMG20220325120423.jpg,tomato_village,train,healthy
123,IMG20220325120556.jpg,tomato_village,train,healthy
124,IMG20220325120612.jpg,tomato_village,test,healthy
125,IMG20220325121059.jpg,tomato_village,train,healthy
126,IMG20220325121151.jpg,tomato_village,test,healthy
127,IMG20220325121221.jpg,tomato_village,train,healthy
128,IMG20220325133245.jpg,tomato_village,test,healthy
129,IMG20220325133317.jpg,tomato_village,test,healthy
130,IMG20220325133658.jpg,tomato_village,train,healthy
131,IMG20220325133722.jpg,tomato_village,train,healthy
132,IMG20220325133908.jpg,tomato_village,train,healthy
133,IMG20220325133918.jpg,tomato_village,test,healthy
134,IMG20220325133921.jpg,tomato_village,train,healthy
135,IMG20220325134011.jpg,tomato_village,train,healthy
136,IMG20220325134131.jpg,tomato_village,train,healthy
137,IMG20220325134330.jpg,tomato_village,train,healthy
138,IMG20220325134435.jpg,tomato_village,test,healthy
139,IMG20220325134439.jpg,tomato_village,train,healthy
140,IMG20220325134620.jpg,tomato_village,train,healthy
141,IMG20220325134946.jpg,tomato_village,train,healthy
142,IMG20220325134958.jpg,tomato_village,train,healthy
143,IMG20220325135000.jpg,tomato_village,train,healthy
144,IMG20220325135221.jpg,tomato_village,train,healthy
145,IMG20220325135226.jpg,tomato_village,test,healthy
146,IMG20220325135257.jpg,tomato_village,train,healthy
147,IMG20220325135452.jpg,tomato_village,train,healthy
148,IMG20220325135521.jpg,tomato_village,test,healthy
149,IMG20220325135842.jpg,tomato_village,train,healthy
150,IMG20220325135845.jpg,tomato_village,train,healthy
151,IMG20220325140812.jpg,tomato_village,train,healthy
152,IMG20220325140955.jpg,tomato_village,test,healthy
153,IMG20220325141056.jpg,tomato_village,train,healthy
154,IMG20220325141235.jpg,tomato_village,test,healthy
155,IMG20220325141239.jpg,tomato_village,train,healthy
156,IMG20220325141244.jpg,tomato_village,train,healthy
157,IMG20220325141332.jpg,tomato_village,train,healthy
158,IMG20220325141445.jpg,tomato_village,train,healthy
159,IMG20220325141709.jpg,tomato_village,test,healthy
160,IMG20220325141803.jpg,tomato_village,train,healthy
161,IMG20220325141806.jpg,tomato_village,test,healthy
162,IMG20220325141928.jpg,tomato_village,train,healthy
163,IMG20220325142045.jpg,tomato_village,train,healthy
164,IMG20220325142126.jpg,tomato_village,train,healthy
165,IMG20220325142353.jpg,tomato_village,train,healthy
166,IMG20220325142359.jpg,tomato_village,train,healthy
167,IMG20220325142408.jpg,tomato_village,train,healthy
168,IMG20220325142427.jpg,tomato_village,test,healthy
169,IMG20220325142447.jpg,tomato_village,train,healthy
170,IMG20220325142455.jpg,tomato_village,train,healthy
171,IMG20220325142458.jpg,tomato_village,train,healthy
172,IMG20220325142539.jpg,tomato_village,train,healthy
173,IMG20220323104505.jpg,tomato_village,train,healthy
174,IMG20220323183236.jpg,tomato_village,test,healthy
175,IMG20220324105010.jpg,tomato_village,train,healthy
176,IMG20220324105319.jpg,tomato_village,train,healthy
177,IMG20220324110520.jpg,tomato_village,test,healthy
178,IMG20220324110523.jpg,tomato_village,train,healthy
179,IMG20220324112236.jpg,tomato_village,test,healthy
180,IMG20220324112342.jpg,tomato_village,train,healthy
181,IMG20220324113317.jpg,tomato_village,train,healthy
182,IMG20220324113929.jpg,tomato_village,train,healthy
183,IMG20220324113931.jpg,tomato_village,train,healthy
184,IMG20220324114810.jpg,tomato_village,train,healthy
185,IMG20220324114918.jpg,tomato_village,train,healthy
186,IMG20220324115241.jpg,tomato_village,train,healthy
187,IMG20220324120323.jpg,tomato_village,train,healthy
188,IMG20220324120345.jpg,tomato_village,test,healthy
189,IMG20220324121946.jpg,tomato_village,train,healthy
190,IMG20220324122029.jpg,tomato_village,train,healthy
191,IMG20220325105012.jpg,tomato_village,test,healthy
192,IMG20220325105015.jpg,tomato_village,train,healthy
193,IMG20220325105438.jpg,tomato_village,train,healthy
194,IMG20220325105913.jpg,tomato_village,train,healthy
195,IMG20220325113945.jpg,tomato_village,train,healthy
196,IMG20220325115243.jpg,tomato_village,train,healthy
197,IMG20220325120553.jpg,tomato_village,train,healthy
198,IMG20220325121154.jpg,tomato_village,train,healthy
199,IMG20220325133905.jpg,tomato_village,test,healthy
200,IMG20220325134007.jpg,tomato_village,test,healthy
201,IMG20220325134017.jpg,tomato_village,train,healthy
202,IMG20220325134059.jpg,tomato_village,train,healthy
203,IMG20220325134944.jpg,tomato_village,train,healthy
204,IMG20220325134952.jpg,tomato_village,train,healthy
205,IMG20220325135036.jpg,tomato_village,test,healthy
206,IMG20220325135045.jpg,tomato_village,test,healthy
207,IMG20220325135047.jpg,tomato_village,train,healthy
208,IMG20220325135159.jpg,tomato_village,train,healthy
209,IMG20220325135218.jpg,tomato_village,test,healthy
210,IMG20220325135434.jpg,tomato_village,train,healthy
211,IMG20220325140816.jpg,tomato_village,test,healthy
212,IMG20220325141840.jpg,tomato_village,train,healthy
213,IMG20220325142157.jpg,tomato_village,train,healthy
214,IMG20220325142514.jpg,tomato_village,test,healthy
215,IMG20220325142623.jpg,tomato_village,train,healthy
216,IMG20220323100545_1.jpg,tomato_village,test,early_blight
217,IMG20220323102226_1.jpg,tomato_village,train,early_blight
218,IMG20220323102423_7.jpg,tomato_village,train,early_blight
219,IMG20220323102851_4.jpg,tomato_village,train,early_blight
220,IMG20220323103905_4.jpg,tomato_village,train,early_blight
221,IMG20220323104920.jpg,tomato_village,train,early_blight
222,IMG20220323124302_5.jpg,tomato_village,train,early_blight
223,IMG20220323124302_7.jpg,tomato_village,train,early_blight
224,IMG20220323125626_2.jpg,tomato_village,test,early_blight
225,IMG20220323132206_2.jpg,tomato_village,train,early_blight
226,IMG20220323132206_4.jpg,tomato_village,train,early_blight
227,IMG20220323132208.jpg,tomato_village,train,early_blight
228,IMG20220323132208_2.jpg,tomato_village,train,early_blight
229,IMG20220323132208_3.jpg,tomato_village,train,early_blight
230,IMG20220323183200_4.jpg,tomato_village,train,early_blight
231,IMG20220323183239.jpg,tomato_village,train,early_blight
232,IMG20220323183239_4.jpg,tomato_village,train,early_blight
233,IMG20220323183239_6.jpg,tomato_village,train,early_blight
234,IMG20220323183454_1.jpg,tomato_village,train,early_blight
235,IMG20220324112404_2.jpg,tomato_village,train,early_blight
236,IMG20220324114755_1.jpg,tomato_village,train,early_blight
237,IMG20220324115257_4.jpg,tomato_village,test,early_blight
238,IMG20220324115307_3.jpg,tomato_village,train,early_blight
239,IMG20220324121417.jpg,tomato_village,test,early_blight
240,IMG20220324122015_4.jpg,tomato_village,test,early_blight
241,IMG20220324122018_5.jpg,tomato_village,train,early_blight
242,IMG20220324175323.jpg,tomato_village,train,early_blight
243,IMG20220324175323_3.jpg,tomato_village,test,early_blight
244,IMG20220324175323_6.jpg,tomato_village,test,early_blight
245,IMG20220324175919_4.jpg,tomato_village,test,early_blight
246,IMG20220324175919_5.jpg,tomato_village,train,early_blight
247,IMG20220324180120_3.jpg,tomato_village,test,early_blight
248,IMG20220324180351_6.jpg,tomato_village,train,early_blight
249,IMG20220324181738_1.jpg,tomato_village,train,early_blight
250,IMG20220324182628_5.jpg,tomato_village,train,early_blight
251,IMG20220324182634_4.jpg,tomato_village,train,early_blight
252,IMG20220324182728_4.jpg,tomato_village,test,early_blight
253,IMG20220324182732_1.jpg,tomato_village,test,early_blight
254,IMG20220324182732_2.jpg,tomato_village,test,early_blight
255,IMG20220324184123_4.jpg,tomato_village,train,early_blight
256,IMG20220324184123_6.jpg,tomato_village,train,early_blight
257,IMG20220324184129_2.jpg,tomato_village,train,early_blight
258,IMG20220324184224_2.jpg,tomato_village,test,early_blight
