,filename,source,subset,class
0,IMG20220324112244.jpg,tomato_village,,healthy
1,IMG20220324113314.jpg,tomato_village,,healthy
2,IMG20220324114017.jpg,tomato_village,,healthy
3,IMG20220324120217.jpg,tomato_village,,healthy
4,IMG20220324120941.jpg,tomato_village,,healthy
5,IMG20220324122505.jpg,tomato_village,,healthy
6,IMG20220324175609.jpg,tomato_village,,healthy
7,IMG20220324183255.jpg,tomato_village,,healthy
8,IMG20220324183802.jpg,tomato_village,,healthy
9,IMG20220325120607.jpg,tomato_village,,healthy
10,IMG20220325133850.jpg,tomato_village,,healthy
11,IMG20220325133916.jpg,tomato_village,,healthy
12,IMG20220325134430.jpg,tomato_village,,healthy
13,IMG20220325134642.jpg,tomato_village,,healthy
14,IMG20220325135027.jpg,tomato_village,,healthy
15,IMG20220325135437.jpg,tomato_village,,healthy
16,IMG20220325135822.jpg,tomato_village,,healthy
17,IMG20220325141047.jpg,tomato_village,,healthy
18,IMG20220325141447.jpg,tomato_village,,healthy
19,IMG20220325141837.jpg,tomato_village,,healthy
20,IMG20220325142117.jpg,tomato_village,,healthy
21,IMG20220325142503.jpg,tomato_village,,healthy
22,IMG20220323101005.jpg,tomato_village,,healthy
23,IMG20220323103145.jpg,tomato_village,,healthy
24,IMG20220323103935.jpg,tomato_village,,healthy
25,IMG20220323103951.jpg,tomato_village,,healthy
26,IMG20220323104902.jpg,tomato_village,,healthy
27,IMG20220323105056.jpg,tomato_village,,healthy
28,IMG20220323105143.jpg,tomato_village,,healthy
29,IMG20220323111532.jpg,tomato_village,,healthy
30,IMG20220323111643.jpg,tomato_village,,healthy
31,IMG20220323124837.jpg,tomato_village,,healthy
32,IMG20220324105003.jpg,tomato_village,,healthy
33,IMG20220324105039.jpg,tomato_village,,healthy
34,IMG20220324105317.jpg,tomato_village,,healthy
35,IMG20220324110529.jpg,tomato_village,,healthy
36,IMG20220324110809.jpg,tomato_village,,healthy
37,IMG20220324110810.jpg,tomato_village,,healthy
38,IMG20220324110814.jpg,tomato_village,,healthy
39,IMG20220324110910.jpg,tomato_village,,healthy
40,IMG20220324110914.jpg,tomato_village,,healthy
41,IMG20220324111038.jpg,tomato_village,,healthy
42,IMG20220324112335.jpg,tomato_village,,healthy
43,IMG20220324112339.jpg,tomato_village,,healthy
44,IMG20220324112350.jpg,tomato_village,,healthy
45,IMG20220324112508.jpg,tomato_village,,healthy
46,IMG20220324112527.jpg,tomato_village,,healthy
47,IMG20220324112530.jpg,tomato_village,,healthy
48,IMG20220324112649.jpg,tomato_village,,healthy
49,IMG20220324112837.jpg,tomato_village,,healthy
50,IMG20220324112848.jpg,tomato_village,,healthy
51,IMG20220324113012.jpg,tomato_village,,healthy
52,IMG20220324113216.jpg,tomato_village,,healthy
53,IMG20220324113224.jpg,tomato_village,,healthy
54,IMG20220324113228.jpg,tomato_village,,healthy
55,IMG20220324113331.jpg,tomato_village,,healthy
56,IMG20220324113410.jpg,tomato_village,,healthy
57,IMG20220324113534.jpg,tomato_village,,healthy
58,IMG20220324113538.jpg,tomato_village,,healthy
59,IMG20220324113702.jpg,tomato_village,,healthy
60,IMG20220324113744.jpg,tomato_village,,healthy
61,IMG20220324114315.jpg,tomato_village,,healthy
62,IMG20220324114318.jpg,tomato_village,,healthy
63,IMG20220324114324.jpg,tomato_village,,healthy
64,IMG20220324114327.jpg,tomato_village,,healthy
65,IMG20220324114331.jpg,tomato_village,,healthy
66,IMG20220324114428.jpg,tomato_village,,healthy
67,IMG20220324114626.jpg,tomato_village,,healthy
68,IMG20220324114650.jpg,tomato_village,,healthy
69,IMG20220324114804.jpg,tomato_village,,healthy
70,IMG20220324114807.jpg,tomato_village,,healthy
71,IMG20220324114813.jpg,tomato_village,,healthy
72,IMG20220324114911.jpg,tomato_village,,healthy
73,IMG20220324114913.jpg,tomato_village,,healthy
74,IMG20220324114934.jpg,tomato_village,,healthy
75,IMG20220324115056.jpg,tomato_village,,healthy
76,IMG20220324115126.jpg,tomato_village,,healthy
77,IMG20220324115132.jpg,tomato_village,,healthy
78,IMG20220324115605.jpg,tomato_village,,healthy
79,IMG20220324115705.jpg,tomato_village,,healthy
80,IMG20220324115841.jpg,tomato_village,,healthy
81,IMG20220324115908.jpg,tomato_village,,healthy
82,IMG20220324115920.jpg,tomato_village,,healthy
83,IMG20220324120424.jpg,tomato_village,,healthy
84,IMG20220324120641.jpg,tomato_village,,healthy
85,IMG20220324120701.jpg,tomato_village,,healthy
86,IMG20220324120936.jpg,tomato_village,,healthy
87,IMG20220324121112.jpg,tomato_village,,healthy
88,IMG20220324121240.jpg,tomato_village,,healthy
89,IMG20220324121832.jpg,tomato_village,,healthy
90,IMG20220324122031.jpg,tomato_village,,healthy
91,IMG20220324175653.jpg,tomato_village,,healthy
92,IMG20220324175658.jpg,tomato_village,,healthy
93,IMG20220324181028.jpg,tomato_village,,healthy
94,IMG20220324181032.jpg,tomato_village,,healthy
95,IMG20220324183800.jpg,tomato_village,,healthy
96,IMG20220325104904.jpg,tomato_village,,healthy
97,IMG20220325105542.jpg,tomato_village,,healthy
98,IMG20220325105627.jpg,tomato_village,,healthy
99,IMG20220325105910.jpg,tomato_village,,healthy
100,IMG20220325110002.jpg,tomato_village,,healthy
101,IMG20220325110815.jpg,tomato_village,,healthy
102,IMG20220325111530.jpg,tomato_village,,healthy
103,IMG20220325111940.jpg,tomato_village,,healthy
104,IMG20220325113209.jpg,tomato_village,,healthy
105,IMG20220325113720.jpg,tomato_village,,healthy
106,IMG20220325113822.jpg,tomato_village,,healthy
107,IMG20220325113826.jpg,tomato_village,,healthy
108,IMG20220325114114.jpg,tomato_village,,healthy
109,IMG20220325114117.jpg,tomato_village,,healthy
110,IMG20220325114131.jpg,tomato_village,,healthy
111,IMG20220325114134.jpg,tomato_village,,healthy
112,IMG20220325114153.jpg,tomato_village,,healthy
113,IMG20220325114156.jpg,tomato_village,,healthy
114,IMG20220325114222.jpg,tomato_village,,healthy
115,IMG20220325114227.jpg,tomato_village,,healthy
116,IMG20220325114231.jpg,tomato_village,,healthy
117,IMG20220325114623.jpg,tomato_village,,healthy
118,IMG20220325114626.jpg,tomato_village,,healthy
119,IMG20220325115245.jpg,tomato_village,,healthy
120,IMG20220325115449.jpg,tomato_village,,healthy
121,IMG20220325120421.jpg,tomato_village,,healthy
122,IMG20220325120423.jpg,tomato_village,,healthy
123,IMG20220325120556.jpg,tomato_village,,healthy
124,IMG20220325120612.jpg,tomato_village,,healthy
125,IMG20220325121059.jpg,tomato_village,,healthy
126,IMG20220325121151.jpg,tomato_village,,healthy
127,IMG20220325121221.jpg,tomato_village,,healthy
128,IMG20220325133245.jpg,tomato_village,,healthy
129,IMG20220325133317.jpg,tomato_village,,healthy
130,IMG20220325133658.jpg,tomato_village,,healthy
131,IMG20220325133722.jpg,tomato_village,,healthy
132,IMG20220325133908.jpg,tomato_village,,healthy
133,IMG20220325133918.jpg,tomato_village,,healthy
134,IMG20220325133921.jpg,tomato_village,,healthy
135,IMG20220325134011.jpg,tomato_village,,healthy
136,IMG20220325134131.jpg,tomato_village,,healthy
137,IMG20220325134330.jpg,tomato_village,,healthy
138,IMG20220325134435.jpg,tomato_village,,healthy
139,IMG20220325134439.jpg,tomato_village,,healthy
140,IMG20220325134620.jpg,tomato_village,,healthy
141,IMG20220325134946.jpg,tomato_village,,healthy
142,IMG20220325134958.jpg,tomato_village,,healthy
143,IMG20220325135000.jpg,tomato_village,,healthy
144,IMG20220325135221.jpg,tomato_village,,healthy
145,IMG20220325135226.jpg,tomato_village,,healthy
146,IMG20220325135257.jpg,tomato_village,,healthy
147,IMG20220325135452.jpg,tomato_village,,healthy
148,IMG20220325135521.jpg,tomato_village,,healthy
149,IMG20220325135842.jpg,tomato_village,,healthy
150,IMG20220325135845.jpg,tomato_village,,healthy
151,IMG20220325140812.jpg,tomato_village,,healthy
152,IMG20220325140955.jpg,tomato_village,,healthy
153,IMG20220325141056.jpg,tomato_village,,healthy
154,IMG20220325141235.jpg,tomato_village,,healthy
155,IMG20220325141239.jpg,tomato_village,,healthy
156,IMG20220325141244.jpg,tomato_village,,healthy
157,IMG20220325141332.jpg,tomato_village,,healthy
158,IMG20220325141445.jpg,tomato_village,,healthy
159,IMG20220325141709.jpg,tomato_village,,healthy
160,IMG20220325141803.jpg,tomato_village,,healthy
161,IMG20220325141806.jpg,tomato_village,,healthy
162,IMG20220325141928.jpg,tomato_village,,healthy
163,IMG20220325142045.jpg,tomato_village,,healthy
